,loc,prod,ExportValue,time,diversity,ubiquity,mcp,eci,pci,density,coi,cog,rca,POPIS,description,relatedness,WorldExport,EUExport,EUTopExporter,EUWorldMarketShare,hhi,euhhi,CZE_WorldMarketShare,CZE_EUMarketShare
46,CZE,20410,39521.0,2022,1349,21,0,1.6386860903125862,-1.4017694377245582,0.26200473903019245,1.299316789410373,-0.35083050568579577,0.0025955645638619327,"Jehně čerstvé,chlazené,v celku,půlené","Meat: of sheep, lamb carcasses and half-carcasses, fresh or chilled",0.2620047390301925,1571936615.0,657717195.0,FRA,0.4184120331085996,0.17717735059338782,0.22672538956644522,2.514159898234828e-05,6.008813560059046e-05
47,CZE,20421,2517.0,2022,1349,28,0,1.6386860903125862,-1.52841314499062,0.24983259228882698,1.299316789410373,-0.44281138070833315,0.0007269992555986881,"Maso skopové ost.čerstvé,chlaz,v celku,půlené","Meat: of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), fresh or chilled",0.24983259228882707,357427687.0,142864067.0,IRL,0.3997006169250677,0.09039091391298656,0.2755922555470153,7.04198385168746e-06,1.7618146066078323e-05
48,CZE,20422,101824.0,2022,1349,11,0,1.6386860903125862,-0.7328592351860276,0.22561703360010432,1.299316789410373,0.03974236841740668,0.007424412588420154,"Maso skopové ost.čerstvé,chlazené,nevykostěné","Meat: of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",0.2256170336001043,1415881791.0,250803623.0,IRL,0.17713599016120124,0.3312436548682953,0.21425405952448404,7.191560810177832e-05,0.00040599094535408685
49,CZE,20423,144081.00000000003,2022,1349,7,0,1.6386860903125862,2.1399904475023472,0.240317734114758,1.299316789410373,0.29551605629619127,0.02463481127440424,"Maso skopové ost.čerstvé,chlazené,vykostěné","Meat: of sheep (including lamb), boneless cuts, fresh or chilled",0.240317734114758,603804598.0,125124798.0,IRL,0.207227302366452,0.3155166919482022,0.33342340071395266,0.0002386218993317438,0.001151498362458895
50,CZE,20430,3741.0,2022,1349,18,0,1.6386860903125862,-1.1444332061988554,0.22879939783871478,1.299316789410373,-0.26682668197431403,0.0022702940851530096,"Jehně zmrazené,v celku,půlené","Meat: of sheep, lamb carcasses and half-carcasses, frozen",0.2287993978387148,170115753.0,23758146.0,NLD,0.1396587063868212,0.16358630049305917,0.15427540011395802,2.1990908743177948e-05,0.00015746178174003982
51,CZE,20441,125.0,2022,1349,16,0,1.6386860903125862,-2.5796600546703403,0.22604539313168767,1.299316789410373,-0.41696885192004174,4.166142212577472e-05,"Maso skopové ostatní,zmrazené,v celku,půlené","Meat: of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), frozen",0.22604539313168776,309752531.0,33220657.0,ESP,0.10724902519037044,0.3720116188250737,0.29470515052367574,4.0354795357588216e-07,3.7627190816846276e-06
52,CZE,20442,366948.0,2022,1349,9,0,1.6386860903125862,-1.9118647458894589,0.17276608411147307,1.299316789410373,-0.20156696300715995,0.010036550625909267,"Maso skopové ostatní,zmrazené,nevykostěné","Meat: of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), frozen",0.17276608411147307,3774496149.9999995,237997970.0,NLD,0.06305423572891974,0.401444015323709,0.1698749841256567,9.721774388351146e-05,0.0015418114700726229
53,CZE,20443,1470789.0,2022,1349,10,0,1.6386860903125862,-0.24113288862540014,0.20137084651128748,1.299316789410373,-0.05218559347091279,0.12560167257900487,"Maso skopové ostatní,zmrazené,vykostěné","Meat: of sheep (including lamb), boneless cuts, frozen",0.20137084651128748,1208909782.0,175988758.0,IRL,0.14557641986223915,0.36407757228976073,0.18518208225814806,0.0012166242856987653,0.00835728950368523
54,CZE,20450,29788.999999999996,2022,1349,17,0,1.6386860903125862,-2.471803837405263,0.2337849367056598,1.299316789410373,-0.35421172692938785,0.006519507673670747,Maso kozí,"Meat: of goats, fresh, chilled or frozen",0.2337849367056599,471715411.0,61770160.0,ESP,0.13094793716629283,0.24419901861698837,0.2143673904485839,6.315036419278657e-05,0.00048225550978012676
55,CZE,20500,27129.0,2022,1349,18,0,1.6386860903125862,0.3273010512910433,0.29635047399629005,1.299316789410373,0.09412792143569937,0.007536384957773227,"Maso koňské,oslí,mezků,mul,čerst,chlaz,zmraz","Meat: of horses, asses, mules or hinnies, fresh, chilled or frozen",0.2963504739962901,371629048.0,215362628.0,BEL,0.5795096727745567,0.09283365697765063,0.14978015485965293,7.300021391223433e-05,0.00012596893087690218
56,CZE,20610,1552575.0,2022,1349,18,0,1.6386860903125862,0.9247892136979039,0.28772307814568676,1.299316789410373,0.08594439734743457,0.1606677513251296,"Droby hovězí jedlé,čerstvé,chlazené","Offal, edible: of bovine animals, fresh or chilled",0.2877230781456869,997614642.0,324313346.0,NLD,0.3250887991678053,0.14028549583123717,0.14304708095883248,0.0015562873023669994,0.004787268298234017
57,CZE,20621,22734.0,2022,1349,17,0,1.6386860903125862,-0.33954662085220133,0.2561802125966547,1.299316789410373,-0.07167265673552448,0.00420411096500176,Jazyky hovězí zmrazené,"Offal, edible: of bovine animals, tongues, frozen",0.25618021259665485,558265290.0,83446888.0,IRL,0.14947532919340195,0.14908493270678821,0.1564353683435292,4.072257474578081e-05,0.00027243676241108
58,CZE,20622,281975.0,2022,1349,15,0,1.6386860903125862,-0.5731487920329552,0.23515460586476966,1.299316789410373,-0.06278439774459159,0.08661109450523088,Játra hovězí zmrazená,"Offal, edible: of bovine animals, livers, frozen",0.23515460586476963,336105810.0,59189128.0,NLD,0.17610266243240486,0.1696024497044743,0.1385203027006543,0.0008389471160882342,0.004763966112154921
59,CZE,20629,2918812.9999999995,2022,1349,22,0,1.6386860903125862,-0.988113313201699,0.24966586601275548,1.299316789410373,-0.2576683752321322,0.10842695023552236,"Droby hovězí jedlé ostatní,zmrazené","Offal, edible: of bovine animals, (other than tongues and livers), frozen",0.24966586601275534,2779124295.0,402979357.0,IRL,0.14500227921615863,0.07532697243687049,0.12100697114565773,0.0010502635687260615,0.007243083173612786
60,CZE,20630,2186355.0,2022,1349,15,0,1.6386860903125862,3.006302387599289,0.30746788485952625,1.299316789410373,0.644933963056086,0.32242625542507825,"Droby vepřové jedlé,čerstvé,chlazené","Offal, edible: of swine, fresh or chilled",0.3074678848595262,700050261.0,525595095.0,DEU,0.7507962274725871,0.13533347939415402,0.1957289481324274,0.0031231400397977995,0.0041597705549364
61,CZE,20641,298534.0,2022,1349,15,0,1.6386860903125862,1.228233076570561,0.2685671424294419,1.299316789410373,0.06689460578360751,0.3322085091413775,Játra vepřová zmrazená,"Offal, edible: of swine, livers, frozen",0.26856714242944185,92773083.0,75294047.0,ESP,0.811593670978898,0.15927890153876506,0.23250443965405462,0.0032178945696997047,0.003964908407699217
62,CZE,20649,2482714.0,2022,1349,15,0,1.6386860903125862,1.9384573137834873,0.26876640141590874,1.299316789410373,0.33327396224001893,0.06978109020294504,"Droby vepřové jedlé ostatní,zmrazené","Offal, edible: of swine, (other than livers), frozen",0.26876640141590863,3673058830.0,2122615576.0,ESP,0.5778877154548597,0.13223890952592252,0.198781587626432,0.0006759254656424874,0.0011696484413247327
63,CZE,20680,473.0,2022,1349,23,0,1.6386860903125862,-0.5451404035195694,0.2785785274622622,1.299316789410373,-0.14669185667646953,0.0010722768077523158,"Droby skopové,kozí,koňské ap jedlé čerst,chl","Offal, edible: of sheep, goats, horses, asses, mules or hinnies, fresh or chilled",0.2785785274622621,45540015.0,28636327.0,ESP,0.6288168108859867,0.14354103160810977,0.24289343062762167,1.0386470008848263e-05,1.651748144934928e-05
64,CZE,20690,40832.0,2022,1349,21,0,1.6386860903125862,-1.4289872799514287,0.23753525399336323,1.299316789410373,-0.33919574731631075,0.02285205719536753,"Droby skopové,kozí,koňské ap jedlé zmrazené","Offal, edible: of sheep, goats, horses, asses, mules or hinnies, frozen",0.23753525399336317,184465134.0,32303962.0,ESP,0.17512231877922252,0.26034219172530887,0.2024794195796591,0.00022135348352605213,0.001263993562151912
65,CZE,20711,12289225.0,2022,1349,28,1,1.6386860903125862,1.4076192610713283,0.35701133844275823,1.299316789410373,0.0,1.0269047201954582,"Maso ze slepic nedělené, čerstvé n. chlazené","Meat and edible offal: of fowls of the species Gallus domesticus, not cut in pieces, fresh or chilled",0.35701133844275845,1235473080.0,750283439.0,POL,0.6072843278786778,0.09602001096360582,0.09598583290759669,0.009946979176592015,0.016379443235984847
66,CZE,20712,2757146.0,2022,1349,23,0,1.6386860903125862,-1.2933023824325716,0.27897961708191915,1.299316789410373,-0.3233677504009392,0.07092912208385743,"Maso ze slepic nedělené, zmrazené","Meat and edible offal: of fowls of the species Gallus domesticus, not cut in pieces, frozen",0.2789796170819193,4013045843.0,601349985.0,FRA,0.14984877036701222,0.275433023265946,0.21439817263508282,0.0006870457273268682,0.004584927361393382
67,CZE,20713,23594341.0,2022,1349,23,0,1.6386860903125862,1.8341409072195265,0.34356586934423844,1.299316789410373,0.2389964256936225,0.3255664947662505,"Dělené maso a droby ze slepic, čerstvé n.chl.","Meat and edible offal: of fowls of the species Gallus domesticus, cuts and offal, fresh or chilled",0.3435658693442384,7481817138.0,6049819589.0,POL,0.8086029740386312,0.1476641037234902,0.20228200119273218,0.003153557560256961,0.0039000073726000164
